region;subregion;country_territory;count;year;count_per_1000;match_definition
Americas;South America;Peru;;2006;;
Americas;South America;Peru;;2007;;
Americas;South America;Peru;;2008;;
Asia;South-Eastern Asia;Philippines;3084;2003;3,7;1
Asia;South-Eastern Asia;Philippines;2918;2004;3,5;1
Asia;South-Eastern Asia;Philippines;2982;2005;3,5;1
Asia;South-Eastern Asia;Philippines;2584;2006;3;1
Asia;South-Eastern Asia;Philippines;2409;2007;2,7;1
Asia;South-Eastern Asia;Philippines;2585;2008;2,9;1
Europe;Eastern Europe;Poland;2322;2003;6,1;1
Europe;Eastern Europe;Poland;2176;2004;5,7;1
Europe;Eastern Europe;Poland;1987;2005;5,2;1
Europe;Eastern Europe;Poland;2001;2006;5,2;1
Europe;Eastern Europe;Poland;1827;2007;4,8;1
Europe;Eastern Europe;Poland;1611;2008;4,2;1
Europe;Southern Europe;Portugal;392;2003;3,8;1
Europe;Southern Europe;Portugal;338;2004;3,2;1
Europe;Southern Europe;Portugal;365;2005;3,5;1
Europe;Southern Europe;Portugal;341;2006;3,2;1
Europe;Southern Europe;Portugal;305;2007;2,9;1
Europe;Southern Europe;Portugal;317;2008;3;1
Asia;Western Asia;Qatar;11;2003;1,5;
Asia;Western Asia;Qatar;13;2004;1,6;
Asia;Western Asia;Qatar;;2005;;
Asia;Western Asia;Qatar;;2006;;
Asia;Western Asia;Qatar;;2007;;
Asia;Western Asia;Qatar;;2008;;
Asia;Eastern Asia;Republic of Korea;5899;2003;12,5;1
Asia;Eastern Asia;Republic of Korea;6321;2004;13,3;1
Asia;Eastern Asia;Republic of Korea;;2005;;1
Asia;Eastern Asia;Republic of Korea;;2006;;1
Asia;Eastern Asia;Republic of Korea;;2007;;1
Asia;Eastern Asia;Republic of Korea;;2008;;1
Europe;Eastern Europe;Republic of Moldova;272;2003;7;1
Europe;Eastern Europe;Republic of Moldova;297;2004;7,8;1
Europe;Eastern Europe;Republic of Moldova;247;2005;6,6;1
Europe;Eastern Europe;Republic of Moldova;229;2006;6,2;1
Europe;Eastern Europe;Republic of Moldova;231;2007;6,3;1
Europe;Eastern Europe;Republic of Moldova;262;2008;7,2;1
Europe;Eastern Europe;Romania;983;2003;4,5;1
Europe;Eastern Europe;Romania;953;2004;4,4;1
Europe;Eastern Europe;Romania;1013;2005;4,7;1
Europe;Eastern Europe;Romania;1116;2006;5,2;1
Europe;Eastern Europe;Romania;1047;2007;4,9;1
Europe;Eastern Europe;Romania;1016;2008;4,8;1
Europe;Eastern Europe;Russian Federation;8185;2003;5,7;1
Europe;Eastern Europe;Russian Federation;8795;2004;6,1;1
Europe;Eastern Europe;Russian Federation;9222;2005;6,4;1
Europe;Eastern Europe;Russian Federation;8871;2006;6,2;1
Europe;Eastern Europe;Russian Federation;7038;2007;5;1
Europe;Eastern Europe;Russian Federation;6208;2008;4,4;1
Europe;Southern Europe;Serbia;;2003;;
Europe;Southern Europe;Serbia;;2004;;
Europe;Southern Europe;Serbia;86;2005;0,9;
Europe;Southern Europe;Serbia;108;2006;1,1;
Europe;Southern Europe;Serbia;;2007;;
Europe;Southern Europe;Serbia;;2008;;
Africa;Western Africa;Sierra Leone;;2003;;
Africa;Western Africa;Sierra Leone;;2004;;
Africa;Western Africa;Sierra Leone;;2005;;
Africa;Western Africa;Sierra Leone;;2006;;
Africa;Western Africa;Sierra Leone;135;2007;2,5;
Africa;Western Africa;Sierra Leone;79;2008;1,4;
Asia;South-Eastern Asia;Singapore;110;2003;2,6;
Asia;South-Eastern Asia;Singapore;103;2004;2,5;
Asia;South-Eastern Asia;Singapore;124;2005;2,9;
Asia;South-Eastern Asia;Singapore;118;2006;2,7;
Asia;South-Eastern Asia;Singapore;;2007;;
Asia;South-Eastern Asia;Singapore;;2008;;
Europe;Eastern Europe;Slovakia;233;2003;4,3;
Europe;Eastern Europe;Slovakia;224;2004;4,2;
Europe;Eastern Europe;Slovakia;200;2005;3,7;
Europe;Eastern Europe;Slovakia;174;2006;3,2;
Europe;Eastern Europe;Slovakia;182;2007;3,4;
Europe;Eastern Europe;Slovakia;152;2008;2,8;
Europe;Southern Europe;Slovenia;70;2003;3,5;1
Europe;Southern Europe;Slovenia;87;2004;4,4;1
Europe;Southern Europe;Slovenia;58;2005;2,9;1
Europe;Southern Europe;Slovenia;55;2006;2,7;1
Europe;Southern Europe;Slovenia;97;2007;4,8;1
Europe;Southern Europe;Slovenia;57;2008;2,8;1
Oceania;Melanesia;Solomon Islands;;2003;;1
Oceania;Melanesia;Solomon Islands;;2004;;1
Oceania;Melanesia;Solomon Islands;65;2005;13,7;1
Oceania;Melanesia;Solomon Islands;79;2006;16,3;1
Oceania;Melanesia;Solomon Islands;61;2007;12,2;1
Oceania;Melanesia;Solomon Islands;56;2008;11;1
Europe;Southern Europe;Spain;;2003;;1
Europe;Southern Europe;Spain;;2004;;1
Europe;Southern Europe;Spain;2140;2005;5;1
Europe;Southern Europe;Spain;2102;2006;4,8;1
Europe;Southern Europe;Spain;2530;2007;5,7;1
Europe;Southern Europe;Spain;2437;2008;5,5;1
Asia;Southern Asia;Sri Lanka;1378;2003;7,2;
Asia;Southern Asia;Sri Lanka;1432;2004;7,4;
Asia;Southern Asia;Sri Lanka;;2005;;
Asia;Southern Asia;Sri Lanka;;2006;;
Asia;Southern Asia;Sri Lanka;;2007;;
Asia;Southern Asia;Sri Lanka;;2008;;
Africa;Northern Africa;Sudan;;2003;;
Africa;Northern Africa;Sudan;;2004;;
Africa;Northern Africa;Sudan;;2005;;
Africa;Northern Africa;Sudan;;2006;;
Africa;Northern Africa;Sudan;;2007;;
Africa;Northern Africa;Sudan;1189;2008;2,9;
Americas;South America;Suriname;297;2003;8,9;
Americas;South America;Suriname;327;2004;9,8;
Americas;South America;Suriname;;2005;;
Americas;South America;Suriname;;2006;;
Americas;South America;Suriname;;2007;;
Americas;South America;Suriname;;2008;;
Africa;Southern Africa;Swaziland;785;2003;70,9;
Africa;Southern Africa;Swaziland;849;2004;76,1;
Africa;Southern Africa;Swaziland;;2005;;
Africa;Southern Africa;Swaziland;;2006;;
Africa;Southern Africa;Swaziland;;2007;;
Africa;Southern Africa;Swaziland;;2008;;
Europe;Northern Europe;Sweden;2235;2003;24,9;0
Europe;Northern Europe;Sweden;2261;2004;25,1;0
Europe;Northern Europe;Sweden;3333;2005;36,8;0
Europe;Northern Europe;Sweden;3703;2006;40,6;0
Europe;Northern Europe;Sweden;4269;2007;46,6;0
Europe;Northern Europe;Sweden;4901;2008;53,2;0
Europe;Western Europe;Switzerland;547;2003;7,5;
Europe;Western Europe;Switzerland;573;2004;7,8;
Europe;Western Europe;Switzerland;646;2005;8,7;
Europe;Western Europe;Switzerland;639;2006;8,5;
Europe;Western Europe;Switzerland;648;2007;8,6;
Europe;Western Europe;Switzerland;612;2008;8,1;
Asia;Western Asia;Syrian Arab Republic;131;2003;0,7;1
Asia;Western Asia;Syrian Arab Republic;97;2004;0,5;1
Asia;Western Asia;Syrian Arab Republic;135;2005;0,7;1
Asia;Western Asia;Syrian Arab Republic;112;2006;0,6;1
Asia;Western Asia;Syrian Arab Republic;125;2007;0,6;1
Asia;Western Asia;Syrian Arab Republic;156;2008;0,7;1
Asia;Central Asia;Tajikistan;;2003;;
