"region";"subregion";"country_territory";"count";"year";"count_per_1000";"match_definition"
"Americas";"North America";"Canada";25242;2006;"77,4";0
"Americas";"North America";"Canada";24512;2007;"74,4";0
"Americas";"North America";"Canada";25058;2008;"75,3";0
"Americas";"South America";"Chile";6111;2003;"38,3";1
"Americas";"South America";"Chile";7736;2004;"48";1
"Americas";"South America";"Chile";7939;2005;"48,7";1
"Americas";"South America";"Chile";12073;2006;"73,3";1
"Americas";"South America";"Chile";-1;2007;"";1
"Americas";"South America";"Chile";-1;2008;"";1
"Africa";"Western Africa";"Cote d'Ivoire";-1;2003;"";-1
"Africa";"Western Africa";"Cote d'Ivoire";-1;2004;"";-1
"Africa";"Western Africa";"Cote d'Ivoire";-1;2005;"";-1
"Africa";"Western Africa";"Cote d'Ivoire";-1;2006;"";-1
"Africa";"Western Africa";"Cote d'Ivoire";858;2007;"4,3";-1
"Africa";"Western Africa";"Cote d'Ivoire";716;2008;"3,5";-1
"Europe";"Southern Europe";"Croatia";549;2003;"12,3";1
"Europe";"Southern Europe";"Croatia";485;2004;"10,9";1
"Europe";"Southern Europe";"Croatia";622;2005;"14";1
"Europe";"Southern Europe";"Croatia";610;2006;"13,8";1
"Europe";"Southern Europe";"Croatia";681;2007;"15,4";1
"Europe";"Southern Europe";"Croatia";761;2008;"17,2";1
"Europe";"Eastern Europe";"Czech Republic";1898;2003;"18,6";1
"Europe";"Eastern Europe";"Czech Republic";1909;2004;"18,8";1
"Europe";"Eastern Europe";"Czech Republic";1849;2005;"18,1";1
"Europe";"Eastern Europe";"Czech Republic";1615;2006;"15,8";1
"Europe";"Eastern Europe";"Czech Republic";1689;2007;"16,4";1
"Europe";"Eastern Europe";"Czech Republic";1680;2008;"16,3";1
"Africa";"Eastern Africa";"Egypt";160;2003;"0,2";-1
"Africa";"Eastern Africa";"Egypt";145;2004;"0,2";-1
"Africa";"Eastern Africa";"Egypt";179;2005;"0,2";-1
"Africa";"Eastern Africa";"Egypt";202;2006;"0,3";-1
"Africa";"Eastern Africa";"Egypt";232;2007;"0,3";-1
"Africa";"Eastern Africa";"Egypt";281;2008;"0,3";-1
"Europe";"Northern Europe";"Estonia";215;2003;"15,9";1
"Europe";"Northern Europe";"Estonia";526;2004;"39";1
"Europe";"Northern Europe";"Estonia";402;2005;"29,8";1
"Europe";"Northern Europe";"Estonia";354;2006;"26,3";1
"Europe";"Northern Europe";"Estonia";244;2007;"18,2";1
"Europe";"Northern Europe";"Estonia";368;2008;"27,4";1
"Europe";"Northern Europe";"Finland";1581;2003;"30,3";1
"Europe";"Northern Europe";"Finland";1765;2004;"33,8";1
"Europe";"Northern Europe";"Finland";1919;2005;"36,6";1
"Europe";"Northern Europe";"Finland";2728;2006;"51,8";1
"Europe";"Northern Europe";"Finland";2326;2007;"44";1
"Europe";"Northern Europe";"Finland";2906;2008;"54,8";1
"Europe";"Western Europe";"France";25802;2003;"42,8";1
"Europe";"Western Europe";"France";26238;2004;"43,3";1
"Europe";"Western Europe";"France";23868;2005;"39,1";1
"Europe";"Western Europe";"France";22864;2006;"37,3";1
"Europe";"Western Europe";"France";23247;2007;"37,7";1
"Europe";"Western Europe";"France";24031;2008;"38,7";1
"Europe";"Western Europe";"Germany";54632;2003;"66,4";0
"Europe";"Western Europe";"Germany";57306;2004;"69,6";0
"Europe";"Western Europe";"Germany";55203;2005;"67";0
"Europe";"Western Europe";"Germany";52231;2006;"63,4";0
"Europe";"Western Europe";"Germany";56281;2007;"68,3";0
"Europe";"Western Europe";"Germany";56784;2008;"69";0
"Europe";"Southern Europe";"Greece";899;2003;"8,2";1
"Europe";"Southern Europe";"Greece";874;2004;"7,9";1
"Europe";"Southern Europe";"Greece";917;2005;"8,3";1
"Europe";"Southern Europe";"Greece";464;2006;"4,2";1
"Europe";"Southern Europe";"Greece";784;2007;"7,1";1
"Europe";"Southern Europe";"Greece";-1;2008;"";1
"Africa";"Western Africa";"Guinea";-1;2003;"";1
"Africa";"Western Africa";"Guinea";-1;2004;"";1
"Africa";"Western Africa";"Guinea";-1;2005;"";1
"Africa";"Western Africa";"Guinea";-1;2006;"";1
"Africa";"Western Africa";"Guinea";33;2007;"0,3";1
"Africa";"Western Africa";"Guinea";-1;2008;"";1
"Europe";"Eastern Europe";"Hungary";560;2003;"5,5";1
"Europe";"Eastern Europe";"Hungary";570;2004;"5,6";1
"Europe";"Eastern Europe";"Hungary";649;2005;"6,4";1
"Europe";"Eastern Europe";"Hungary";485;2006;"4,8";1
"Europe";"Eastern Europe";"Hungary";473;2007;"4,7";1
"Europe";"Eastern Europe";"Hungary";500;2008;"5";1
"Europe";"Northern Europe";"Iceland";-1;2003;"";1
"Europe";"Northern Europe";"Iceland";-1;2004;"";1
"Europe";"Northern Europe";"Iceland";288;2005;"97,4";1
"Europe";"Northern Europe";"Iceland";281;2006;"93,2";1
"Europe";"Northern Europe";"Iceland";349;2007;"113,3";1
"Europe";"Northern Europe";"Iceland";368;2008;"116,7";1
"Asia";"Western Asia";"Israel";4267;2003;"66,1";-1
"Asia";"Western Asia";"Israel";4885;2004;"74,3";-1
"Asia";"Western Asia";"Israel";4598;2005;"68,7";-1
"Asia";"Western Asia";"Israel";-1;2006;"";-1
"Asia";"Western Asia";"Israel";4630;2007;"66,8";-1
"Asia";"Western Asia";"Israel";4497;2008;"63,8";-1
"Asia";"Eastern Asia";"Japan";12501;2003;"9,8";1
"Asia";"Eastern Asia";"Japan";11360;2004;"8,9";1
"Asia";"Eastern Asia";"Japan";10827;2005;"8,5";1
"Asia";"Eastern Asia";"Japan";10274;2006;"8,1";1
"Asia";"Eastern Asia";"Japan";9430;2007;"7,4";1
"Asia";"Eastern Asia";"Japan";8693;2008;"6,8";1
"Africa";"Eastern Africa";"Kenya";-1;2003;"";1
"Africa";"Eastern Africa";"Kenya";2880;2004;"8,3";1
"Africa";"Eastern Africa";"Kenya";2590;2005;"7,2";1
"Africa";"Eastern Africa";"Kenya";2965;2006;"8,1";1
"Africa";"Eastern Africa";"Kenya";3051;2007;"8,1";1
"Africa";"Eastern Africa";"Kenya";2719;2008;"7";1
"Asia";"Central Asia";"Kyrgyzstan";15;2003;"0,3";-1
"Asia";"Central Asia";"Kyrgyzstan";17;2004;"0,3";-1
"Asia";"Central Asia";"Kyrgyzstan";16;2005;"0,3";-1
"Asia";"Central Asia";"Kyrgyzstan";18;2006;"0,3";-1
"Asia";"Central Asia";"Kyrgyzstan";14;2007;"0,3";-1
"Asia";"Central Asia";"Kyrgyzstan";13;2008;"0,2";-1
"Europe";"Northern Europe";"Latvia";305;2003;"13,1";1
"Europe";"Northern Europe";"Latvia";648;2004;"28,1";1
"Europe";"Northern Europe";"Latvia";721;2005;"31,5";1
"Europe";"Northern Europe";"Latvia";328;2006;"14,4";1
"Europe";"Northern Europe";"Latvia";460;2007;"20,3";1
"Europe";"Northern Europe";"Latvia";416;2008;"18,4";1
"Europe";"Western Europe";"Liechtenstein";17;2003;"50";1
"Europe";"Western Europe";"Liechtenstein";7;2004;"20,4";1
"Europe";"Western Europe";"Liechtenstein";18;2005;"51,8";1
"Europe";"Western Europe";"Liechtenstein";12;2006;"34,2";1
"Europe";"Western Europe";"Liechtenstein";18;2007;"50,9";1
"Europe";"Western Europe";"Liechtenstein";11;2008;"30,9";1
"Europe";"Northern Europe";"Lithuania";415;2003;"12";1
"Europe";"Northern Europe";"Lithuania";444;2004;"12,9";1
"Europe";"Northern Europe";"Lithuania";558;2005;"16,3";1
"Europe";"Northern Europe";"Lithuania";521;2006;"15,4";1
"Europe";"Northern Europe";"Lithuania";385;2007;"11,5";1
"Europe";"Northern Europe";"Lithuania";368;2008;"11,1";1
"Europe";"Western Europe";"Luxembourg";-1;2003;"";-1
"Europe";"Western Europe";"Luxembourg";-1;2004;"";-1
"Europe";"Western Europe";"Luxembourg";-1;2005;"";-1
"Europe";"Western Europe";"Luxembourg";205;2006;"43,7";-1
"Europe";"Western Europe";"Luxembourg";592;2007;"124,6";-1
"Europe";"Western Europe";"Luxembourg";353;2008;"73,4";-1
"Asia";"Southern Asia";"Maldives";-1;2003;"";1
"Asia";"Southern Asia";"Maldives";-1;2004;"";1
"Asia";"Southern Asia";"Maldives";-1;2005;"";1
"Asia";"Southern Asia";"Maldives";-1;2006;"";1
"Asia";"Southern Asia";"Maldives";342;2007;"113,7";1
"Asia";"Southern Asia";"Maldives";465;2008;"152,4";1
"Europe";"Southern Europe";"Malta";-1;2003;"";-1
"Europe";"Southern Europe";"Malta";-1;2004;"";-1
"Europe";"Southern Europe";"Malta";-1;2005;"";-1
"Europe";"Southern Europe";"Malta";-1;2006;"";-1
"Europe";"Southern Europe";"Malta";70;2007;"17,2";-1
"Europe";"Southern Europe";"Malta";80;2008;"19,6";-1
"Africa";"Eastern Africa";"Mauritius";298;2003;"24,2";1
"Africa";"Eastern Africa";"Mauritius";297;2004;"23,9";1
"Africa";"Eastern Africa";"Mauritius";314;2005;"25,1";1
"Africa";"Eastern Africa";"Mauritius";420;2006;"33,3";1
"Africa";"Eastern Africa";"Mauritius";383;2007;"30,1";1
"Africa";"Eastern Africa";"Mauritius";409;2008;"32";1
"Asia";"Eastern Asia";"Mongolia";12;2003;"0,5";1
"Asia";"Eastern Asia";"Mongolia";8;2004;"0,3";1
"Asia";"Eastern Asia";"Mongolia";18;2005;"0,7";1
"Asia";"Eastern Asia";"Mongolia";9;2006;"0,3";1
"Asia";"Eastern Asia";"Mongolia";11;2007;"0,4";1
"Asia";"Eastern Asia";"Mongolia";19;2008;"0,7";1
"Europe";"Southern Europe";"Montenegro";32;2003;"5";1
"Europe";"Southern Europe";"Montenegro";42;2004;"6,7";1
"Europe";"Southern Europe";"Montenegro";35;2005;"5,6";1
"Europe";"Southern Europe";"Montenegro";43;2006;"6,9";1
"Europe";"Southern Europe";"Montenegro";30;2007;"4,8";1
"Europe";"Southern Europe";"Montenegro";35;2008;"5,6";1
"Africa";"Eastern Africa";"Morocco";827;2003;"2,8";1
"Africa";"Eastern Africa";"Morocco";594;2004;"2";1
"Africa";"Eastern Africa";"Morocco";929;2005;"3";1
"Africa";"Eastern Africa";"Morocco";2243;2006;"7,3";1
"Africa";"Eastern Africa";"Morocco";2531;2007;"8,1";1
"Africa";"Eastern Africa";"Morocco";2559;2008;"8,1";1
"Oceania";"Australia and New Zealand";"New Zealand";-1;2003;"";1
"Oceania";"Australia and New Zealand";"New Zealand";-1;2004;"";1
"Oceania";"Australia and New Zealand";"New Zealand";-1;2005;"";1
"Oceania";"Australia and New Zealand";"New Zealand";-1;2006;"";1
"Oceania";"Australia and New Zealand";"New Zealand";2767;2007;"66";1
"Oceania";"Australia and New Zealand";"New Zealand";2685;2008;"63,5";1
"Europe";"Northern Europe";"Norway";1996;2003;"43,7";0
"Europe";"Northern Europe";"Norway";1952;2004;"42,4";0
"Europe";"Northern Europe";"Norway";1960;2005;"42,3";0
"Europe";"Northern Europe";"Norway";2176;2006;"46,5";0
"Europe";"Northern Europe";"Norway";2235;2007;"47,3";0
"Europe";"Northern Europe";"Norway";2296;2008;"48,2";0
"Asia";"Western Asia";"Oman";-1;2003;"";-1
"Asia";"Western Asia";"Oman";-1;2004;"";-1
"Asia";"Western Asia";"Oman";-1;2005;"";-1
"Asia";"Western Asia";"Oman";-1;2006;"";-1
"Asia";"Western Asia";"Oman";132;2007;"4,8";-1
"Asia";"Western Asia";"Oman";183;2008;"6,6";-1
"Europe";"Eastern Europe";"Poland";-1;2003;"";1
"Europe";"Eastern Europe";"Poland";-1;2004;"";1
"Europe";"Eastern Europe";"Poland";-1;2005;"";1
"Europe";"Eastern Europe";"Poland";-1;2006;"";1
"Europe";"Eastern Europe";"Poland";3709;2007;"9,7";1
"Europe";"Eastern Europe";"Poland";3294;2008;"8,6";1
"Europe";"Southern Europe";"Portugal";1966;2003;"18,9";1
"Europe";"Southern Europe";"Portugal";1701;2004;"16,2";1
"Europe";"Southern Europe";"Portugal";1620;2005;"15,4";1
"Europe";"Southern Europe";"Portugal";1730;2006;"16,3";1
"Europe";"Southern Europe";"Portugal";1811;2007;"17";1
"Europe";"Southern Europe";"Portugal";2258;2008;"21,1";1
"Asia";"Eastern Asia";"Republic of Korea";6531;2003;"13,8";1
"Asia";"Eastern Asia";"Republic of Korea";6950;2004;"14,7";1
"Asia";"Eastern Asia";"Republic of Korea";7316;2005;"15,4";1
"Asia";"Eastern Asia";"Republic of Korea";8755;2006;"18,3";1
"Asia";"Eastern Asia";"Republic of Korea";8726;2007;"18,2";1
"Asia";"Eastern Asia";"Republic of Korea";9883;2008;"20,5";1
"Europe";"Eastern Europe";"Republic of Moldova";-1;2003;"";0
"Europe";"Eastern Europe";"Republic of Moldova";-1;2004;"";0
"Europe";"Eastern Europe";"Republic of Moldova";-1;2005;"";0
"Europe";"Eastern Europe";"Republic of Moldova";-1;2006;"";0
"Europe";"Eastern Europe";"Republic of Moldova";342;2007;"9,3";0
"Europe";"Eastern Europe";"Republic of Moldova";381;2008;"10,5";0
"Europe";"Eastern Europe";"Romania";-1;2003;"";1
"Europe";"Eastern Europe";"Romania";-1;2004;"";1
"Europe";"Eastern Europe";"Romania";-1;2005;"";1
"Europe";"Eastern Europe";"Romania";-1;2006;"";1
"Europe";"Eastern Europe";"Romania";1565;2007;"7,3";1
"Europe";"Eastern Europe";"Romania";1566;2008;"7,3";1
"Europe";"Eastern Europe";"Russian Federation";14299;2003;"9,9";1
"Europe";"Eastern Europe";"Russian Federation";16745;2004;"11,6";1
"Europe";"Eastern Europe";"Russian Federation";18459;2005;"12,9";1
"Europe";"Eastern Europe";"Russian Federation";20829;2006;"14,6";1
"Europe";"Eastern Europe";"Russian Federation";17940;2007;"12,6";1
"Europe";"Eastern Europe";"Russian Federation";17217;2008;"12,2";1
"Africa";"Western Africa";"Sierra Leone";-1;2003;"";-1
"Africa";"Western Africa";"Sierra Leone";-1;2004;"";-1
"Africa";"Western Africa";"Sierra Leone";-1;2005;"";-1
"Africa";"Western Africa";"Sierra Leone";-1;2006;"";-1
"Africa";"Western Africa";"Sierra Leone";695;2007;"12,8";-1
"Africa";"Western Africa";"Sierra Leone";623;2008;"11,2";-1
"Europe";"Southern Europe";"Slovenia";145;2003;"7,3";1
"Europe";"Southern Europe";"Slovenia";151;2004;"7,6";1
"Europe";"Southern Europe";"Slovenia";123;2005;"6,1";1
"Europe";"Southern Europe";"Slovenia";113;2006;"5,6";1
"Europe";"Southern Europe";"Slovenia";160;2007;"8";1
"Europe";"Southern Europe";"Slovenia";117;2008;"5,8";1
"Oceania";"Melanesia";"Solomon Islands";-1;2003;"";1
"Oceania";"Melanesia";"Solomon Islands";319;2004;"69,1";1
"Oceania";"Melanesia";"Solomon Islands";204;2005;"43,1";1
"Oceania";"Melanesia";"Solomon Islands";231;2006;"47,5";1
"Oceania";"Melanesia";"Solomon Islands";139;2007;"27,9";1
"Oceania";"Melanesia";"Solomon Islands";122;2008;"23,9";1
"Europe";"Southern Europe";"Spain";-1;2003;"";1
"Europe";"Southern Europe";"Spain";-1;2004;"";1
"Europe";"Southern Europe";"Spain";-1;2005;"";1
"Europe";"Southern Europe";"Spain";-1;2006;"";1
"Europe";"Southern Europe";"Spain";10348;2007;"23,5";1
"Europe";"Southern Europe";"Spain";11558;2008;"26";1
"Europe";"Northern Europe";"Sweden";10142;2003;"113,1";1
"Europe";"Northern Europe";"Sweden";10419;2004;"115,5";1
"Europe";"Northern Europe";"Sweden";11711;2005;"129,2";1
"Europe";"Northern Europe";"Sweden";12147;2006;"133,3";1
"Europe";"Northern Europe";"Sweden";12563;2007;"137,2";1
"Europe";"Northern Europe";"Sweden";14342;2008;"155,8";1
"Asia";"Western Asia";"Syrian Arab Republic";-1;2003;"";1
"Asia";"Western Asia";"Syrian Arab Republic";-1;2004;"";1
"Asia";"Western Asia";"Syrian Arab Republic";-1;2005;"";1
"Asia";"Western Asia";"Syrian Arab Republic";-1;2006;"";1
"Asia";"Western Asia";"Syrian Arab Republic";70;2007;"0,3";1
"Asia";"Western Asia";"Syrian Arab Republic";85;2008;"0,4";1
"Asia";"Western Asia";"Turkey";2858;2003;"4,1";1
"Asia";"Western Asia";"Turkey";2893;2004;"4,1";1
"Asia";"Western Asia";"Turkey";3020;2005;"4,2";1
"Asia";"Western Asia";"Turkey";3300;2006;"4,6";1
"Asia";"Western Asia";"Turkey";2056;2007;"2,8";1
"Asia";"Western Asia";"Turkey";1850;2008;"2,5";1
"Africa";"Eastern Africa";"Uganda";-1;2003;"";-1
"Africa";"Eastern Africa";"Uganda";-1;2004;"";-1
"Africa";"Eastern Africa";"Uganda";-1;2005;"";-1
"Africa";"Eastern Africa";"Uganda";-1;2006;"";-1
"Africa";"Eastern Africa";"Uganda";18844;2007;"61,5";-1
"Africa";"Eastern Africa";"Uganda";-1;2008;"";-1
"Europe";"Eastern Europe";"Ukraine";2180;2003;"4,6";1
"Europe";"Eastern Europe";"Ukraine";1988;2004;"4,2";1
"Europe";"Eastern Europe";"Ukraine";1929;2005;"4,1";1
"Europe";"Eastern Europe";"Ukraine";2114;2006;"4,5";1
"Europe";"Eastern Europe";"Ukraine";1898;2007;"4,1";1
"Europe";"Eastern Europe";"Ukraine";1995;2008;"4,3";1
"Europe";"Northern Europe";"United Kingdom (England and Wales)";48732;2003;"92,3";1
"Europe";"Northern Europe";"United Kingdom (England and Wales)";47542;2004;"90";1
"Europe";"Northern Europe";"United Kingdom (England and Wales)";47163;2005;"88,9";1
"Europe";"Northern Europe";"United Kingdom (England and Wales)";43738;2006;"81,4";1
"Europe";"Northern Europe";"United Kingdom (England and Wales)";41437;2007;"76,6";1
"Europe";"Northern Europe";"United Kingdom (England and Wales)";40731;2008;"74,8";1
"Europe";"Northern Europe";"United Kingdom (Northern Ireland)";1461;2003;"85,8";1
"Europe";"Northern Europe";"United Kingdom (Northern Ireland)";1485;2004;"86,8";1
"Europe";"Northern Europe";"United Kingdom (Northern Ireland)";1416;2005;"82,1";1
"Europe";"Northern Europe";"United Kingdom (Northern Ireland)";1509;2006;"86,6";1
"Europe";"Northern Europe";"United Kingdom (Northern Ireland)";1460;2007;"83";1
"Europe";"Northern Europe";"United Kingdom (Northern Ireland)";1592;2008;"89,7";1
"Africa";"Eastern Africa";"Kenya";4.068;2009;"10,3";1
"Africa";"Eastern Africa";"Mauritius";442;2009;"34,2";1
"Africa";"Eastern Africa";"Mozambique";613;2009;"2,7";-1
"Africa";"Eastern Africa";"Uganda";8.646;2009;"26,7";-1
"Africa";"Northern Africa";"Algeria";-1;2009;"";-1
"Africa";"Northern Africa";"Egypt";273;2009;"0,3";-1
"Africa";"Northern Africa";"Morocco";3.252;2009;"10,3";1
"Africa";"Western Africa";"Cote d'Ivoire";-1;2009;"";-1
"Africa";"Western Africa";"Guinea";-1;2009;"";1
"Africa";"Western Africa";"Sierra Leone";-1;2009;"";-1
"Americas";"Caribbean";"Bahamas";589;2009;"174,1";-1
"Americas";"Caribbean";"Barbados";174;2009;"63,8";-1
"Americas";"Caribbean";"Grenada";214;2009;"205,6";-1
"Americas";"Caribbean";"Jamaica";1.273;2009;"46,6";-1
"Americas";"Caribbean";"Saint Kitts and Nevis";56;2009;"108,2";-1
"Americas";"Caribbean";"Saint Vincent and the Grenadines";116;2009;"106,2";-1
"Americas";"Caribbean";"Trinidad and Tobago";804;2009;"60,2";-1
"Americas";"Central America";"Belize";202;2009;"66,1";-1
"Americas";"Central America";"El Salvador";1.917;2009;"31,1";-1
"Americas";"Central America";"Guatemala";401;2009;"2,9";-1
"Americas";"Central America";"Mexico";33.815;2009;"30,2";-1
"Americas";"Central America";"Nicaragua";-1;2009;"";-1
"Americas";"Central America";"Panama";830;2009;"24,0";-1
"Americas";"South America";"Argentina";-1;2009;"";1
"Americas";"South America";"Bolivia (Plurinational State of)";2.978;2009;"30,5";-1
"Americas";"South America";"Chile";-1;2009;"";1
"Americas";"South America";"Colombia";7.67;2009;"16,8";-1
"Americas";"South America";"Guyana";105;2009;"13,9";-1
"Americas";"North America";"Canada";24.821;2009;"73,7";0
"Asia";"Central Asia";"Kyrgyzstan";34;2009;"0,6";-1
"Asia";"Central Asia";"Tajikistan";37;2009;"0,5";-1
"Asia";"Eastern Asia";"Hong Kong Special Administrative Region of China";1.793;2009;"25,7";-1
"Asia";"Eastern Asia";"Japan";8.09;2009;"6,4";1
"Asia";"Eastern Asia";"Mongolia";347;2009;"12,8";1
"Asia";"Eastern Asia";"Republic of Korea";16.156;2009;"33,7";1
"Asia";"Southern Asia";"India";71.117;2009;"5,9";-1
"Asia";"Southern Asia";"Maldives";-1;2009;"";1
"Asia";"Western Asia";"Armenia";73;2009;"2,4";1
"Asia";"Western Asia";"Azerbaijan";267;2009;"2,9";1
"Asia";"Western Asia";"Bahrain";-1;2009;"";1
"Asia";"Western Asia";"Cyprus";96;2009;"8,8";-1
"Asia";"Western Asia";"Georgia";163;2009;"3,7";-1
"Asia";"Western Asia";"Israel";-1;2009;"";-1
"Asia";"Western Asia";"Kuwait";509;2009;"19,2";-1
"Asia";"Western Asia";"Oman";-1;2009;"";-1
"Asia";"Western Asia";"Syrian Arab Republic";-1;2009;"";1
"Asia";"Western Asia";"Turkey";-1;2009;"";1
"Asia";"Western Asia";"Yemen";72;2009;"0,3";-1
"Europe";"Eastern Europe";"Belarus";497;2009;"5,2";1
"Europe";"Eastern Europe";"Bulgaria";726;2009;"9,6";1
"Europe";"Eastern Europe";"Czech Republic";1.73;2009;"16,6";1
"Europe";"Eastern Europe";"Hungary";728;2009;"7,3";1
"Europe";"Eastern Europe";"Poland";3.187;2009;"8,3";1
"Europe";"Eastern Europe";"Republic of Moldova";402;2009;"11,2";0
"Europe";"Eastern Europe";"Romania";-1;2009;"";1
"Europe";"Eastern Europe";"Russian Federation";17.903;2009;"12,5";1
"Europe";"Eastern Europe";"Ukraine";1.698;2009;"3,7";1
"Europe";"Northern Europe";"Estonia";309;2009;"23,0";1
"Europe";"Northern Europe";"Finland";2.205;2009;"41,3";1
"Europe";"Northern Europe";"Iceland";-1;2009;"";1
"Europe";"Northern Europe";"Ireland";1.481;2009;"33,6";-1
"Europe";"Northern Europe";"Latvia";315;2009;"13,9";1
"Europe";"Northern Europe";"Lithuania";362;2009;"10,8";1
"Europe";"Northern Europe";"Norway";2.41;2009;"49,9";0
"Europe";"Northern Europe";"Sweden";15.693;2009;"168,5";1
"Europe";"Northern Europe";"United Kingdom (England and Wales)";43.439;2009;"79,3";1
"Europe";"Northern Europe";"United Kingdom (Northern Ireland)";1.501;2009;"83,9";1
"Europe";"Northern Europe";"United Kingdom (Scotland)";6.458;2009;"124,3";-1
"Europe";"Southern Europe";"Albania";83;2009;"2,6";1
"Europe";"Southern Europe";"Andorra";6;2009;"7,2";-1
"Europe";"Southern Europe";"Bosnia and Herzegovina";89;2009;"2,4";-1
"Europe";"Southern Europe";"Croatia";658;2009;"14,9";1
"Europe";"Southern Europe";"Greece";713;2009;"6,3";1
"Europe";"Southern Europe";"Italy";4.963;2009;"8,2";-1
"Europe";"Southern Europe";"Malta";82;2009;"19,7";-1
"Europe";"Southern Europe";"Montenegro";-1;2009;"";1
"Europe";"Southern Europe";"Portugal";2.556;2009;"24,0";1
"Europe";"Southern Europe";"Serbia";455;2009;"4,6";-1
"Europe";"Southern Europe";"Slovenia";345;2009;"17,0";1
"Europe";"Southern Europe";"Spain";10.684;2009;"23,4";1
"Europe";"Western Europe";"Austria";1.682;2009;"20,1";-1
"Europe";"Western Europe";"Belgium";6.44;2009;"60,4";1
"Europe";"Western Europe";"France";23.253;2009;"37,2";1
"Europe";"Western Europe";"Germany";49.084;2009;"59,6";0
"Europe";"Western Europe";"Liechtenstein";3;2009;"8,4";1
"Europe";"Western Europe";"Luxembourg";-1;2009;"";-1
"Europe";"Western Europe";"Netherlands";10.06;2009;"60,8";-1
"Europe";"Western Europe";"Switzerland";6.648;2009;"87,2";-1
"Oceania";"Australia and New Zealand";"Australia";6.343;2009;"29,0";-1
"Oceania";"Australia and New Zealand";"New Zealand";2.826;2009;"65,4";1
"Oceania";"Melanesia";"Solomon Islands";-1;2009;"";1
"Africa";"Eastern Africa";"Kenya";-1;2010;"";1
"Africa";"Eastern Africa";"Mauritius";432;2010;"33,3";1
"Africa";"Eastern Africa";"Mozambique";-1;2010;"";-1
"Africa";"Eastern Africa";"Uganda";8.645;2010;"25,9";-1
"Africa";"Northern Africa";"Algeria";-1;2010;"";-1
"Africa";"Northern Africa";"Egypt";-1;2010;"";-1
"Africa";"Northern Africa";"Morocco";-1;2010;"";1
"Africa";"Western Africa";"Cote d'Ivoire";-1;2010;"";-1
"Africa";"Western Africa";"Guinea";-1;2010;"";1
